,fname,label,manually_verified
148,04490642.wav,Trumpet,0
150,0450e72b.wav,Oboe,0
151,04562f7d.wav,Trumpet,0
152,0457d8bc.wav,Bark,0
154,04646cce.wav,Gong,0
155,047b3d34.wav,Cough,0
156,047f5b83.wav,Gong,0
157,0482a372.wav,Cello,0
158,048fb352.wav,Applause,0
162,04ab05a7.wav,Bark,0
164,04b4009f.wav,Snare_drum,0
165,04b9a79a.wav,Clarinet,0
166,04cce777.wav,Burping_or_eructation,0
167,04d0cae4.wav,Knock,0
168,04d33fe7.wav,Shatter,0
169,04e82f46.wav,Bass_drum,0
170,04e8596a.wav,Violin_or_fiddle,0
171,0508f1e3.wav,Double_bass,0
173,0513cbfc.wav,Bass_drum,0
175,05173c4d.wav,Bark,0
176,051f9935.wav,Fart,0
177,0526ac41.wav,Double_bass,0
179,05309a38.wav,Snare_drum,0
180,05388f6c.wav,Applause,0
183,0563ab6e.wav,Shatter,0
185,05a0ca60.wav,Gong,0
187,05a458a7.wav,Fireworks,0
188,05b76c07.wav,Saxophone,0
190,05c5ab94.wav,Squeak,0
191,05cc4425.wav,Shatter,0
192,05d0dfa7.wav,Oboe,0
194,05d81cdf.wav,Acoustic_guitar,0
196,05ecefbe.wav,Violin_or_fiddle,0
199,06006fca.wav,Knock,0
200,0609bd9e.wav,Writing,0
201,060b8c30.wav,Computer_keyboard,0
203,060ca755.wav,Fart,0
206,061cf689.wav,Trumpet,0
207,0627acfa.wav,Cello,0
208,0632d921.wav,Laughter,0
209,0640c787.wav,Applause,0
211,064cfad3.wav,Clarinet,0
212,065e7bb4.wav,Computer_keyboard,0
213,066d40f4.wav,Snare_drum,0
214,06712325.wav,Laughter,0
217,06896eb5.wav,Trumpet,0
219,06a09fcd.wav,Harmonica,0
220,06a1dfc0.wav,Snare_drum,0
221,06a76756.wav,Snare_drum,0
225,06c1c5c3.wav,Harmonica,0
228,06d164df.wav,Clarinet,0
230,06dbf664.wav,Fireworks,0
231,06dd3b18.wav,Bark,0
232,06e15d8e.wav,Bass_drum,0
233,06e87b61.wav,Bark,0
236,06fbb272.wav,Drawer_open_or_close,0
237,06fd1973.wav,Hi-hat,0
238,06feb8ea.wav,Finger_snapping,0
239,070183b1.wav,Fireworks,0
240,07036b1d.wav,Snare_drum,0
241,0704ffb8.wav,Bark,0
242,070bcdd9.wav,Violin_or_fiddle,0
243,070f52cb.wav,Cello,0
244,0713db9c.wav,Microwave_oven,0
247,071e836c.wav,Microwave_oven,0
251,072f3031.wav,Double_bass,0
252,0730a3d8.wav,Acoustic_guitar,0
253,0733ce78.wav,Laughter,0
255,0742098b.wav,Squeak,0
256,074cc08b.wav,Fart,0
257,074e07a5.wav,Squeak,0
259,07563fea.wav,Drawer_open_or_close,0
260,07605b4c.wav,Bark,0
261,0765b7d1.wav,Harmonica,0
262,076b6a7a.wav,Squeak,0
264,07764530.wav,Oboe,0
267,078c67e5.wav,Tearing,0
270,079bb1c3.wav,Oboe,0
271,07a16abd.wav,Tearing,0
272,07a177eb.wav,Squeak,0
273,07a99531.wav,Oboe,0
274,07af4f4d.wav,Gong,0
275,07b44e8e.wav,Tambourine,0
276,07b910ee.wav,Cowbell,0
277,07c8c909.wav,Flute,0
280,07ec6849.wav,Cough,0
281,07ed1d56.wav,Burping_or_eructation,0
283,07f6b1dc.wav,Cello,0
284,07f88679.wav,Hi-hat,0
285,08064f4a.wav,Writing,0
289,082321d2.wav,Cello,0
290,0832c151.wav,Trumpet,0
292,085be86f.wav,Tambourine,0
293,086dfaff.wav,Bark,0
295,0879e568.wav,Saxophone,0
298,0886d4f8.wav,Shatter,0
299,08893744.wav,Bass_drum,0
301,088b75db.wav,Bass_drum,0
304,08a94aca.wav,Fart,0
307,08c931f6.wav,Knock,0
308,08cf2d2b.wav,Bark,0
310,08dba5f4.wav,Gong,0
311,08e79547.wav,Bass_drum,0
312,08fa5140.wav,Clarinet,0
313,08fb553f.wav,Writing,0
314,0906c4a9.wav,Double_bass,0
316,090ea106.wav,Tambourine,0
319,09282dc5.wav,Cough,0
321,0939d783.wav,Bark,0
322,093bf325.wav,Writing,0
324,095836cb.wav,Flute,0
326,0969b5c5.wav,Acoustic_guitar,0
327,096b4d70.wav,Keys_jangling,0
329,09841f13.wav,Shatter,0
330,098a3205.wav,Bark,0
331,098c2232.wav,Laughter,0
333,09986ba4.wav,Laughter,0
336,09a355a9.wav,Cough,0
338,09a63606.wav,Acoustic_guitar,0
339,09a732e6.wav,Double_bass,0
340,09a7c5ce.wav,Snare_drum,0
342,09a895f3.wav,Fart,0
343,09b51c66.wav,Fireworks,0
346,09bc3033.wav,Drawer_open_or_close,0
347,09ca1e09.wav,Shatter,0
349,0a037e96.wav,Fireworks,0
350,0a0a8d4c.wav,Clarinet,0
351,0a15b36b.wav,Clarinet,0
352,0a277f11.wav,Snare_drum,0
354,0a2b4c80.wav,Snare_drum,0
355,0a32271b.wav,Meow,0
362,0a82b4d6.wav,Tearing,0
364,0a8d300c.wav,Bus,0
366,0a98104d.wav,Cello,0
368,0aa32376.wav,Hi-hat,0
369,0aa7edd0.wav,Cowbell,0
370,0aab722d.wav,Hi-hat,0
373,0ac443ad.wav,Bark,0
374,0ac83c13.wav,Writing,0
377,0ad5618e.wav,Bass_drum,0
379,0ade0819.wav,Cowbell,0
380,0af32053.wav,Oboe,0
381,0afca134.wav,Shatter,0
382,0afcf36b.wav,Scissors,0
383,0aff3cde.wav,Bass_drum,0
385,0b142b38.wav,Cough,0
387,0b2a3ef0.wav,Writing,0
388,0b3636e4.wav,Cello,0
390,0b3d7a19.wav,Cough,0
391,0b436682.wav,Acoustic_guitar,0
392,0b489adc.wav,Squeak,0
393,0b4dc8fc.wav,Fireworks,0
394,0b5b6734.wav,Cough,0
395,0b5dd555.wav,Double_bass,0
396,0b5ea11d.wav,Keys_jangling,0
397,0b6ac630.wav,Hi-hat,0
398,0b6fba96.wav,Burping_or_eructation,0
400,0b74f0da.wav,Writing,0
401,0b7aa40a.wav,Cello,0
402,0b7f8989.wav,Bark,0
403,0b80f560.wav,Fart,0
405,0b914d51.wav,Meow,0
408,0b9904c1.wav,Burping_or_eructation,0
410,0ba8bcc2.wav,Laughter,0
413,0bb6b85a.wav,Keys_jangling,0
417,0bdef4f9.wav,Oboe,0
418,0be0fbaa.wav,Squeak,0
419,0be246ba.wav,Double_bass,0
420,0be52cd7.wav,Bass_drum,0
421,0bf505c1.wav,Tearing,0
422,0bfdf35b.wav,Shatter,0
423,0c080361.wav,Writing,0
425,0c118aaa.wav,Electric_piano,0
427,0c28638b.wav,Tambourine,0
430,0c364094.wav,Cello,0
433,0c3cba8b.wav,Clarinet,0
434,0c3e92c7.wav,Knock,0
435,0c4948ba.wav,Keys_jangling,0
438,0c66ddcb.wav,Fireworks,0
441,0c6ec89a.wav,Oboe,0
443,0c7eb4eb.wav,Tearing,0
444,0c9abd6a.wav,Snare_drum,0
446,0cafd32f.wav,Tambourine,0
447,0cb7fc83.wav,Gong,0
448,0cbfebc7.wav,Laughter,0
449,0cc4c3b7.wav,Finger_snapping,0
450,0ccf0903.wav,Glockenspiel,0
452,0ce9b7a0.wav,Double_bass,0
453,0cea4550.wav,Clarinet,0
454,0cec67d2.wav,Writing,0
455,0ceed74d.wav,Oboe,0
456,0d0c7375.wav,Bass_drum,0
457,0d0d1b88.wav,Applause,0
458,0d0d648b.wav,Bass_drum,0
459,0d1cb966.wav,Oboe,0
461,0d30af2b.wav,Trumpet,0
462,0d3d36f5.wav,Snare_drum,0
464,0d649d1b.wav,Trumpet,0
466,0d694b51.wav,Burping_or_eructation,0
467,0d6bb959.wav,Tambourine,0
468,0d74110a.wav,Drawer_open_or_close,0
472,0d9b9a20.wav,Microwave_oven,0
477,0db954fa.wav,Applause,0
480,0dd326ca.wav,Computer_keyboard,0
481,0dd54f1f.wav,Gong,0
484,0ded93ce.wav,Tambourine,0
485,0dfcedf6.wav,Applause,0
486,0e19ed55.wav,Cowbell,0
488,0e2fbeb8.wav,Double_bass,0
489,0e32c361.wav,Trumpet,0
491,0e4372d4.wav,Hi-hat,0
492,0e439e01.wav,Fart,0
495,0e51f1d0.wav,Shatter,0
496,0e544eb8.wav,Oboe,0
497,0e5c9ed0.wav,Knock,0
499,0e630318.wav,Snare_drum,0
504,0e7f9fdb.wav,Keys_jangling,0
505,0e89fb66.wav,Knock,0
506,0e974517.wav,Microwave_oven,0
509,0ea3dbaf.wav,Saxophone,0
510,0eb63f5a.wav,Acoustic_guitar,0
511,0ec012fc.wav,Laughter,0
512,0ecb56ad.wav,Fart,0
515,0ee42262.wav,Trumpet,0
518,0f01e836.wav,Tearing,0
519,0f18c55b.wav,Fart,0
520,0f1a5928.wav,Gong,0
521,0f1dbff5.wav,Applause,0
523,0f274e7a.wav,Meow,0
528,0f444884.wav,Keys_jangling,0
530,0f53ac39.wav,Hi-hat,0
531,0f5c62dd.wav,Clarinet,0
532,0f6e2a63.wav,Laughter,0
533,0f70f92f.wav,Fart,0
534,0f72651c.wav,Hi-hat,0
535,0f7f0d86.wav,Laughter,0
536,0f936928.wav,Oboe,0
538,0f96c40d.wav,Tearing,0
539,0fa3ee45.wav,Chime,0
542,0fb0c2e1.wav,Shatter,0
543,0fb464cf.wav,Applause,0
544,0fc39673.wav,Shatter,0
545,0fcdc341.wav,Bus,0
548,0ff26813.wav,Cough,0
549,0ff3a423.wav,Knock,0
550,0ff4262d.wav,Snare_drum,0
551,0ff6fdf5.wav,Bark,0
552,0ffff94f.wav,Chime,0
553,100009e2.wav,Writing,0
554,10086933.wav,Double_bass,0
555,10099e50.wav,Bass_drum,0
556,100f6b3f.wav,Shatter,0
559,102ef2c7.wav,Oboe,0
560,1032e684.wav,Clarinet,0
561,10357e1e.wav,Flute,0
563,103dfb7c.wav,Drawer_open_or_close,0
569,105f3923.wav,Electric_piano,0
571,1068cb59.wav,Writing,0
572,106f028c.wav,Trumpet,0
574,10734a58.wav,Burping_or_eructation,0
575,10783ffe.wav,Flute,0
576,10876da8.wav,Trumpet,0
577,10884a97.wav,Double_bass,0
578,108e95b3.wav,Clarinet,0
579,108f96a6.wav,Trumpet,0
580,1094232e.wav,Drawer_open_or_close,0
581,10961c54.wav,Writing,0
582,10a229f4.wav,Writing,0
583,10ac55a1.wav,Burping_or_eructation,0
585,10cf0a2c.wav,Cello,0
588,10efbc5b.wav,Cowbell,0
589,10fc82d4.wav,Shatter,0
590,1105950d.wav,Trumpet,0
592,11223bbf.wav,Oboe,0
595,1133db9b.wav,Drawer_open_or_close,0
596,1137811b.wav,Harmonica,0
598,11439cbd.wav,Bark,0
601,1152dffc.wav,Keys_jangling,0
602,1163de55.wav,Hi-hat,0
603,116ddaf8.wav,Hi-hat,0
606,11782c39.wav,Finger_snapping,0
608,117cc2f0.wav,Flute,0
610,1181e997.wav,Double_bass,0
611,1181ee9d.wav,Fart,0
613,11880a0a.wav,Shatter,0
614,118831d9.wav,Cello,0
615,118e9ae3.wav,Hi-hat,0
616,1191d9b4.wav,Squeak,0
617,1198d2b5.wav,Bass_drum,0
618,1199128e.wav,Fireworks,0
620,11a0e319.wav,Saxophone,0
623,11c7778f.wav,Burping_or_eructation,0
625,11cbc9e1.wav,Tambourine,0
626,11cf5942.wav,Bark,0
628,11d93cd3.wav,Drawer_open_or_close,0
629,11d9ace9.wav,Gong,0
630,11df4777.wav,Oboe,0
633,11e9db25.wav,Fart,0
636,11f8b3dd.wav,Snare_drum,0
639,120536d6.wav,Applause,0
641,12091a74.wav,Hi-hat,0
643,121110b1.wav,Bus,0
644,12169b86.wav,Oboe,0
645,121749b9.wav,Bass_drum,0
649,122b0e88.wav,Snare_drum,0
650,12323e04.wav,Cough,0
651,12371b67.wav,Double_bass,0
652,1238c3a4.wav,Meow,0
653,123d0d60.wav,Snare_drum,0
654,124360b8.wav,Snare_drum,0
655,124eadc9.wav,Bass_drum,0
657,125e64b7.wav,Knock,0
663,12a650a4.wav,Fart,0
664,12cb4097.wav,Trumpet,0
665,12d3cdd8.wav,Snare_drum,0
666,12d43904.wav,Cough,0
668,12e4c120.wav,Saxophone,0
669,12f72b79.wav,Squeak,0
670,12fcf7a7.wav,Electric_piano,0
671,1301b8e3.wav,Fart,0
674,1314cdad.wav,Bass_drum,0
677,13314233.wav,Chime,0
680,1365348d.wav,Fart,0
684,13847ff3.wav,Hi-hat,0
687,1391883f.wav,Bark,0
689,1397ddc8.wav,Harmonica,0
692,13b2325b.wav,Oboe,0
693,13ca1116.wav,Oboe,0
695,13db0700.wav,Drawer_open_or_close,0
696,13e15a49.wav,Fart,0
697,13ee6c44.wav,Bark,0
698,13f08982.wav,Burping_or_eructation,0
700,1401c7ff.wav,Bark,0
702,141291fc.wav,Hi-hat,0
704,14225f23.wav,Squeak,0
708,1430f062.wav,Snare_drum,0
709,14344787.wav,Microwave_oven,0
711,1441c25b.wav,Clarinet,0
713,14683a1c.wav,Applause,0
715,1468f23e.wav,Trumpet,0
716,146d5e25.wav,Bark,0
717,146fd7fd.wav,Cough,0
719,147f4395.wav,Cello,0
720,147f61ff.wav,Bark,0
721,14819552.wav,Fart,0
722,148a199b.wav,Tambourine,0
725,14a12f6c.wav,Clarinet,0
728,14b4f917.wav,Applause,0
729,14c22798.wav,Tambourine,0
730,14c476ad.wav,Tearing,0
731,14d06c29.wav,Oboe,0
732,14d0bd27.wav,Knock,0
733,14d18455.wav,Finger_snapping,0
734,14d37fb3.wav,Hi-hat,0
735,14e1442c.wav,Bark,0
736,14e15b48.wav,Acoustic_guitar,0
737,14e27632.wav,Knock,0
738,14ea05da.wav,Writing,0
741,14f26483.wav,Bark,0
742,14f80bcf.wav,Writing,0
743,14fc31e9.wav,Oboe,0
744,14fd19da.wav,Cello,0
745,1516d630.wav,Laughter,0
746,151a56b3.wav,Burping_or_eructation,0
749,1539c925.wav,Tearing,0
750,1541af57.wav,Fart,0
751,1545dcf4.wav,Trumpet,0
752,1548d94a.wav,Burping_or_eructation,0
753,1549bbaf.wav,Clarinet,0
756,155382a4.wav,Double_bass,0
758,156b378a.wav,Applause,0
759,156dd4a7.wav,Oboe,0
760,15703034.wav,Snare_drum,0
762,15939857.wav,Tambourine,0
767,15b6657d.wav,Hi-hat,0
769,15cade34.wav,Gong,0
770,15cb6baf.wav,Bass_drum,0
771,15cc274e.wav,Clarinet,0
772,15d67d1c.wav,Knock,0
773,15d798df.wav,Bass_drum,0
774,15d88b9d.wav,Bus,0
777,15edc230.wav,Fireworks,0
779,1601a564.wav,Shatter,0
780,160507aa.wav,Hi-hat,0
782,16127914.wav,Hi-hat,0
783,161bd007.wav,Bark,0
784,161be325.wav,Cello,0
785,161eeade.wav,Oboe,0
787,163ecf39.wav,Tearing,0
792,1651cca4.wav,Trumpet,0
796,16670642.wav,Cough,0
797,166a1279.wav,Fart,0
798,166e17b0.wav,Drawer_open_or_close,0
800,16833489.wav,Fireworks,0
802,168adcd0.wav,Knock,0
803,169192c3.wav,Computer_keyboard,0
804,16965258.wav,Squeak,0
807,16b90ef0.wav,Chime,0
808,16c14c67.wav,Flute,0
811,16caff03.wav,Laughter,0
812,16d21bca.wav,Clarinet,0
813,16d49f55.wav,Squeak,0
814,16d51b04.wav,Laughter,0
815,16d5da39.wav,Snare_drum,0
820,16df86bb.wav,Fart,0
821,16e47626.wav,Double_bass,0
823,16eeb46e.wav,Cowbell,0
824,16ef3c60.wav,Harmonica,0
825,16f1d744.wav,Electric_piano,0
827,16f8b122.wav,Gong,0
828,1704b6b1.wav,Violin_or_fiddle,0
829,170946f3.wav,Meow,0
833,1726fa04.wav,Knock,0
834,172d7f14.wav,Cowbell,0
836,1732f391.wav,Harmonica,0
839,174baf55.wav,Laughter,0
840,1755b07f.wav,Cough,0
841,175dd339.wav,Scissors,0
843,17619cbe.wav,Shatter,0
846,176c5f52.wav,Bark,0
848,1775d5a0.wav,Cough,0
849,17855456.wav,Harmonica,0
851,1787f4e8.wav,Electric_piano,0
852,17898a27.wav,Cough,0
853,17a1c228.wav,Scissors,0
855,17b9396e.wav,Applause,0
857,17cbf99c.wav,Trumpet,0
861,17e247fc.wav,Double_bass,0
862,17f32070.wav,Snare_drum,0
864,17f858d5.wav,Snare_drum,0
866,180911ae.wav,Flute,0
872,18320055.wav,Squeak,0
875,184ca1c7.wav,Cowbell,0
876,186311f0.wav,Tambourine,0
877,18674495.wav,Violin_or_fiddle,0
885,18950b86.wav,Laughter,0
887,189c7842.wav,Electric_piano,0
888,18a31494.wav,Snare_drum,0
892,18b06a2b.wav,Squeak,0
893,18b3013e.wav,Fireworks,0
895,18c287ea.wav,Flute,0
896,18c3695b.wav,Cello,0
897,18e0caac.wav,Cough,0
899,18ea8f49.wav,Snare_drum,0
903,18fdc08b.wav,Shatter,0
904,18feebe1.wav,Acoustic_guitar,0
905,1902bf23.wav,Trumpet,0
909,192fa8cc.wav,Flute,0
910,193093f8.wav,Shatter,0
911,193240a4.wav,Tearing,0
912,19341f36.wav,Hi-hat,0
916,193ab4fd.wav,Knock,0
917,193e878a.wav,Cough,0
918,1941b29a.wav,Snare_drum,0
919,1947f717.wav,Violin_or_fiddle,0
921,195691e2.wav,Snare_drum,0
923,1966b87b.wav,Knock,0
924,1967e2b2.wav,Applause,0
925,196c8a34.wav,Laughter,0
926,197cbdfe.wav,Hi-hat,0
929,19965075.wav,Fireworks,0
931,199b1adf.wav,Cello,0
932,19a1f537.wav,Double_bass,0
933,19bc0dbe.wav,Oboe,0
934,19bf4be6.wav,Tearing,0
935,19d094a2.wav,Fart,0
936,19d4a6ad.wav,Harmonica,0
937,19df8c61.wav,Tearing,0
938,19ec978d.wav,Gong,0
942,19fc7498.wav,Meow,0
943,19fe82be.wav,Tearing,0
944,1a132a81.wav,Writing,0
945,1a13793b.wav,Trumpet,0
950,1a4a4ebe.wav,Saxophone,0
951,1a5f1f24.wav,Snare_drum,0
953,1a6fce36.wav,Keys_jangling,0
955,1a756532.wav,Shatter,0
956,1a7af185.wav,Hi-hat,0
958,1a7eb9da.wav,Tambourine,0
959,1a86eff7.wav,Cough,0
961,1a8cc87a.wav,Trumpet,0
962,1a94ef89.wav,Acoustic_guitar,0
963,1a9d2862.wav,Fireworks,0
965,1aa9698c.wav,Trumpet,0
967,1aae0429.wav,Trumpet,0
971,1ac7c47a.wav,Burping_or_eructation,0
972,1ac81bb0.wav,Cowbell,0
974,1ae3d076.wav,Bass_drum,0
975,1ae4605c.wav,Snare_drum,0
976,1ae93472.wav,Meow,0
977,1aecb8bf.wav,Cello,0
978,1b052de5.wav,Double_bass,0
980,1b1e809b.wav,Cello,0
981,1b246359.wav,Laughter,0
984,1b2d8997.wav,Clarinet,0
987,1b35f18e.wav,Bass_drum,0
988,1b3b537f.wav,Knock,0
989,1b43bbe6.wav,Snare_drum,0
990,1b5d4f7c.wav,Cowbell,0
994,1b73bbfd.wav,Applause,0
995,1b7b6f2d.wav,Bass_drum,0
998,1b8de009.wav,Fart,0
1000,1b9109be.wav,Clarinet,0
1001,1b9386ef.wav,Clarinet,0
1004,1b97c39a.wav,Shatter,0
1006,1b9ea226.wav,Knock,0
1013,1bda949f.wav,Knock,0
1014,1bdc4940.wav,Scissors,0
1018,1c0d5682.wav,Gong,0
1019,1c133d0e.wav,Bass_drum,0
1020,1c189121.wav,Chime,0
1022,1c3b4067.wav,Applause,0
1025,1c3e1a54.wav,Fireworks,0
1026,1c3ed083.wav,Fireworks,0
1028,1c4d9c4c.wav,Bass_drum,0
1029,1c520cae.wav,Fireworks,0
1030,1c590c46.wav,Electric_piano,0
1032,1c67a5b9.wav,Squeak,0
1036,1c78595a.wav,Snare_drum,0
1038,1c8cddc2.wav,Trumpet,0
1041,1ca4d107.wav,Burping_or_eructation,0
1042,1cc13604.wav,Hi-hat,0
1043,1cc55db4.wav,Scissors,0
1045,1cd6919e.wav,Knock,0
1046,1ce38807.wav,Flute,0
1047,1ce4a00e.wav,Microwave_oven,0
1048,1ce70b78.wav,Acoustic_guitar,0
1051,1d08bd6d.wav,Applause,0
1052,1d0c860b.wav,Gong,0
1053,1d119cfc.wav,Applause,0
1055,1d23c74b.wav,Double_bass,0
1057,1d24518b.wav,Double_bass,0
1059,1d2808dd.wav,Squeak,0
1062,1d3a05ab.wav,Gong,0
1063,1d491960.wav,Shatter,0
1066,1d5d63d1.wav,Fart,0
1067,1d73907a.wav,Gong,0
1069,1d85524c.wav,Squeak,0
1070,1d95d110.wav,Knock,0
1071,1da79249.wav,Fart,0
1072,1db1b17c.wav,Tearing,0
1074,1dbc08fd.wav,Squeak,0
1075,1dc3679a.wav,Laughter,0
1076,1dc66b7b.wav,Hi-hat,0
1077,1de324d8.wav,Computer_keyboard,0
1079,1decc778.wav,Microwave_oven,0
1080,1df13521.wav,Gong,0
1082,1df78287.wav,Tambourine,0
1083,1dfbcb5e.wav,Writing,0
1085,1e0b5758.wav,Clarinet,0
1091,1e227aa6.wav,Fireworks,0
1093,1e2f6175.wav,Acoustic_guitar,0
1096,1e3b4f4a.wav,Squeak,0
1098,1e5fd361.wav,Bark,0
1099,1e66d094.wav,Oboe,0
1100,1e68cc14.wav,Shatter,0
1101,1e6d0052.wav,Fireworks,0
1102,1e6f1fbe.wav,Oboe,0
1103,1e87e47d.wav,Bass_drum,0
1106,1e9c1292.wav,Clarinet,0
1109,1ebdc0b5.wav,Acoustic_guitar,0
1111,1ec8fe10.wav,Fart,0
1114,1ee63598.wav,Electric_piano,0
1115,1ee68efd.wav,Bark,0
1116,1ef88b6d.wav,Fireworks,0
1117,1efe03bd.wav,Flute,0
1121,1f15840d.wav,Tambourine,0
1122,1f2354e3.wav,Applause,0
1123,1f250488.wav,Gong,0
1127,1f4c37a7.wav,Bass_drum,0
1128,1f51ed51.wav,Snare_drum,0
1129,1f54df61.wav,Trumpet,0
1130,1f60810c.wav,Shatter,0
1131,1f641b71.wav,Acoustic_guitar,0
1133,1f75e82e.wav,Oboe,0
1135,1f83b349.wav,Laughter,0
1136,1f946a29.wav,Gong,0
1137,1f9b86a0.wav,Cough,0
1138,1fac40bb.wav,Meow,0
1139,1fbe6ff3.wav,Cello,0
1140,1fca082d.wav,Flute,0
1142,1fd04e89.wav,Burping_or_eructation,0
1143,1fd57590.wav,Tearing,0
1144,1fd823bd.wav,Writing,0
1146,1fe6c74f.wav,Burping_or_eructation,0
1147,1fee5016.wav,Knock,0
1149,1ff2689f.wav,Acoustic_guitar,0
1151,1ff5a0be.wav,Finger_snapping,0
1152,2005b905.wav,Gong,0
1157,202b6258.wav,Cello,0
1160,20498124.wav,Tearing,0
1161,2049c17b.wav,Finger_snapping,0
1163,206a5cb4.wav,Snare_drum,0
1164,2070133c.wav,Trumpet,0
1168,20823bfb.wav,Squeak,0
1170,20889068.wav,Keys_jangling,0
1174,20903b44.wav,Fireworks,0
1179,20ace19b.wav,Fireworks,0
1180,20ad1687.wav,Fart,0
1181,20b1a46c.wav,Cello,0
1182,20b47b1d.wav,Flute,0
1183,20c9fd28.wav,Laughter,0
1184,20dafbd4.wav,Knock,0
1185,20e3ef07.wav,Snare_drum,0
1186,20e4c3a0.wav,Fart,0
1190,20f13d88.wav,Applause,0
1192,21050515.wav,Shatter,0
1193,210f2580.wav,Knock,0
1194,21198349.wav,Applause,0
1195,212463da.wav,Oboe,0
1197,2133f209.wav,Hi-hat,0
1199,21365248.wav,Microwave_oven,0
1200,2137ed0e.wav,Double_bass,0
1202,213afdbf.wav,Oboe,0
1204,213d2998.wav,Flute,0
1205,21428eac.wav,Tearing,0
1206,2146e541.wav,Harmonica,0
1209,2155e5e5.wav,Oboe,0
1212,2175338a.wav,Electric_piano,0
1214,217a8204.wav,Squeak,0
1215,217cee0c.wav,Trumpet,0
1216,218f3cc6.wav,Applause,0
1217,21909da5.wav,Keys_jangling,0
1218,219ce296.wav,Drawer_open_or_close,0
1219,21aa921b.wav,Trumpet,0
1220,21b56eda.wav,Flute,0
1222,21c442db.wav,Tambourine,0
1223,21c8a350.wav,Glockenspiel,0
1224,21cd8b2c.wav,Hi-hat,0
1225,21d75a3d.wav,Oboe,0
1227,21e48c3b.wav,Meow,0
1228,21e66bd2.wav,Clarinet,0
1229,21f1c1bf.wav,Microwave_oven,0
1230,21fbdc6d.wav,Knock,0
1231,21ff3084.wav,Snare_drum,0
1232,22007c10.wav,Knock,0
