fname,description,manually_verified,label,id
/home/aagnone/data/dcase2018_gen/00fcbab2.wav,Bass_drum,0,3,00fcbab2
/home/aagnone/data/dcase2018_gen/010aa387.wav,Fart,0,15,010aa387
/home/aagnone/data/dcase2018_gen/011a2185.wav,Cello,1,6,011a2185
/home/aagnone/data/dcase2018_gen/0120d246.wav,Bus,0,5,0120d246
/home/aagnone/data/dcase2018_gen/01235a12.wav,Squeak,0,34,01235a12
/home/aagnone/data/dcase2018_gen/01257aad.wav,Scissors,1,31,01257aad
/home/aagnone/data/dcase2018_gen/01302128.wav,Harmonica,0,22,01302128
/home/aagnone/data/dcase2018_gen/013264d3.wav,Squeak,0,34,013264d3
/home/aagnone/data/dcase2018_gen/013c3135.wav,Clarinet,0,8,013c3135
/home/aagnone/data/dcase2018_gen/01506d76.wav,Scissors,0,31,01506d76
/home/aagnone/data/dcase2018_gen/015cf474.wav,Clarinet,0,8,015cf474
/home/aagnone/data/dcase2018_gen/0160d55e.wav,Gong,1,20,0160d55e
/home/aagnone/data/dcase2018_gen/01638f61.wav,Writing,0,40,01638f61
/home/aagnone/data/dcase2018_gen/0172a2a5.wav,Microwave_oven,1,28,0172a2a5
/home/aagnone/data/dcase2018_gen/017ea24e.wav,Burping_or_eructation,0,4,017ea24e
/home/aagnone/data/dcase2018_gen/01811e48.wav,Harmonica,0,22,01811e48
/home/aagnone/data/dcase2018_gen/0184c390.wav,Cello,0,6,0184c390
/home/aagnone/data/dcase2018_gen/018863f5.wav,Double_bass,0,12,018863f5
/home/aagnone/data/dcase2018_gen/018a10bb.wav,Double_bass,0,12,018a10bb
/home/aagnone/data/dcase2018_gen/018b1df6.wav,Shatter,1,32,018b1df6
/home/aagnone/data/dcase2018_gen/018d1dc4.wav,Hi-hat,0,23,018d1dc4
/home/aagnone/data/dcase2018_gen/0193042e.wav,Fireworks,0,17,0193042e
/home/aagnone/data/dcase2018_gen/01974c7c.wav,Hi-hat,0,23,01974c7c
/home/aagnone/data/dcase2018_gen/019aae9d.wav,Fireworks,0,17,019aae9d
/home/aagnone/data/dcase2018_gen/019d2a2c.wav,Bark,1,2,019d2a2c
/home/aagnone/data/dcase2018_gen/01a36643.wav,Tambourine,0,35,01a36643
/home/aagnone/data/dcase2018_gen/01a39e95.wav,Shatter,0,32,01a39e95
/home/aagnone/data/dcase2018_gen/01a59a61.wav,Gong,0,20,01a59a61
/home/aagnone/data/dcase2018_gen/01a59c11.wav,Harmonica,1,22,01a59c11
/home/aagnone/data/dcase2018_gen/01a5dc85.wav,Double_bass,0,12,01a5dc85
/home/aagnone/data/dcase2018_gen/01b9f44a.wav,Telephone,1,37,01b9f44a
/home/aagnone/data/dcase2018_gen/01c2f88b.wav,Bass_drum,1,3,01c2f88b
/home/aagnone/data/dcase2018_gen/01d2475c.wav,Writing,0,40,01d2475c
/home/aagnone/data/dcase2018_gen/01d4dafd.wav,Harmonica,1,22,01d4dafd
/home/aagnone/data/dcase2018_gen/01df7ada.wav,Shatter,0,32,01df7ada
/home/aagnone/data/dcase2018_gen/01e723f5.wav,Harmonica,1,22,01e723f5
/home/aagnone/data/dcase2018_gen/01ec7a01.wav,Tearing,0,36,01ec7a01
/home/aagnone/data/dcase2018_gen/01ee18fd.wav,Microwave_oven,1,28,01ee18fd
/home/aagnone/data/dcase2018_gen/01f2e70b.wav,Gunshot_or_gunfire,1,21,01f2e70b
/home/aagnone/data/dcase2018_gen/01fc4661.wav,Oboe,1,29,01fc4661
/home/aagnone/data/dcase2018_gen/020eb9f6.wav,Bark,1,2,020eb9f6
/home/aagnone/data/dcase2018_gen/021f8009.wav,Fart,0,15,021f8009
/home/aagnone/data/dcase2018_gen/022092bc.wav,Keys_jangling,0,24,022092bc
/home/aagnone/data/dcase2018_gen/02267a1a.wav,Squeak,0,34,02267a1a
/home/aagnone/data/dcase2018_gen/02274ee8.wav,Burping_or_eructation,0,4,02274ee8
/home/aagnone/data/dcase2018_gen/022a3507.wav,Bus,1,5,022a3507
/home/aagnone/data/dcase2018_gen/022cc908.wav,Knock,1,25,022cc908
/home/aagnone/data/dcase2018_gen/0231b9f3.wav,Double_bass,0,12,0231b9f3
/home/aagnone/data/dcase2018_gen/02328c03.wav,Computer_keyboard,0,9,02328c03
/home/aagnone/data/dcase2018_gen/0236dccb.wav,Cowbell,0,11,0236dccb
/home/aagnone/data/dcase2018_gen/023d3434.wav,Microwave_oven,0,28,023d3434
/home/aagnone/data/dcase2018_gen/0244bb9e.wav,Fireworks,0,17,0244bb9e
/home/aagnone/data/dcase2018_gen/024a193f.wav,Laughter,1,26,024a193f
/home/aagnone/data/dcase2018_gen/024c4c6d.wav,Bass_drum,1,3,024c4c6d
/home/aagnone/data/dcase2018_gen/024da466.wav,Tambourine,1,35,024da466
/home/aagnone/data/dcase2018_gen/0256c2f2.wav,Keys_jangling,1,24,0256c2f2
/home/aagnone/data/dcase2018_gen/0259e5d2.wav,Hi-hat,0,23,0259e5d2
/home/aagnone/data/dcase2018_gen/025f3fd2.wav,Hi-hat,1,23,025f3fd2
/home/aagnone/data/dcase2018_gen/025f7eac.wav,Knock,1,25,025f7eac
/home/aagnone/data/dcase2018_gen/0262817d.wav,Fart,0,15,0262817d
/home/aagnone/data/dcase2018_gen/0266774c.wav,Cowbell,0,11,0266774c
/home/aagnone/data/dcase2018_gen/027482e2.wav,Electric_piano,1,14,027482e2
/home/aagnone/data/dcase2018_gen/027aa77c.wav,Clarinet,1,8,027aa77c
/home/aagnone/data/dcase2018_gen/027aee2a.wav,Fireworks,1,17,027aee2a
/home/aagnone/data/dcase2018_gen/027cd3fd.wav,Meow,1,27,027cd3fd
/home/aagnone/data/dcase2018_gen/0286fc27.wav,Double_bass,1,12,0286fc27
/home/aagnone/data/dcase2018_gen/029632ad.wav,Cello,0,6,029632ad
/home/aagnone/data/dcase2018_gen/029b22f3.wav,Keys_jangling,0,24,029b22f3
/home/aagnone/data/dcase2018_gen/029ee867.wav,Gunshot_or_gunfire,1,21,029ee867
/home/aagnone/data/dcase2018_gen/02a3243a.wav,Telephone,1,37,02a3243a
/home/aagnone/data/dcase2018_gen/02ac1057.wav,Flute,0,18,02ac1057
/home/aagnone/data/dcase2018_gen/02c095b4.wav,Tearing,0,36,02c095b4
/home/aagnone/data/dcase2018_gen/02c9a1f1.wav,Writing,0,40,02c9a1f1
/home/aagnone/data/dcase2018_gen/02d367e4.wav,Clarinet,1,8,02d367e4
/home/aagnone/data/dcase2018_gen/02d6b747.wav,Cough,1,10,02d6b747
/home/aagnone/data/dcase2018_gen/02d7fba3.wav,Double_bass,0,12,02d7fba3
/home/aagnone/data/dcase2018_gen/02dbfc78.wav,Cello,0,6,02dbfc78
/home/aagnone/data/dcase2018_gen/02e9392e.wav,Tambourine,1,35,02e9392e
/home/aagnone/data/dcase2018_gen/02eed858.wav,Harmonica,1,22,02eed858
/home/aagnone/data/dcase2018_gen/02f8e94d.wav,Clarinet,0,8,02f8e94d
/home/aagnone/data/dcase2018_gen/0313ea1a.wav,Flute,0,18,0313ea1a
/home/aagnone/data/dcase2018_gen/032f7280.wav,Drawer_open_or_close,0,13,032f7280
/home/aagnone/data/dcase2018_gen/03320f05.wav,Applause,0,1,03320f05
/home/aagnone/data/dcase2018_gen/0338f669.wav,Cello,0,6,0338f669
/home/aagnone/data/dcase2018_gen/034beca1.wav,Fireworks,0,17,034beca1
/home/aagnone/data/dcase2018_gen/034e4ffa.wav,Trumpet,0,38,034e4ffa
/home/aagnone/data/dcase2018_gen/0350156b.wav,Keys_jangling,0,24,0350156b
/home/aagnone/data/dcase2018_gen/0356dec7.wav,Acoustic_guitar,1,0,0356dec7
/home/aagnone/data/dcase2018_gen/0356f2ab.wav,Tambourine,0,35,0356f2ab
/home/aagnone/data/dcase2018_gen/03586ad9.wav,Cowbell,0,11,03586ad9
/home/aagnone/data/dcase2018_gen/03657d6d.wav,Shatter,0,32,03657d6d
/home/aagnone/data/dcase2018_gen/03734652.wav,Squeak,0,34,03734652
/home/aagnone/data/dcase2018_gen/0383c69d.wav,Chime,0,7,0383c69d
/home/aagnone/data/dcase2018_gen/0395ba61.wav,Oboe,0,29,0395ba61
/home/aagnone/data/dcase2018_gen/03a01285.wav,Knock,1,25,03a01285
/home/aagnone/data/dcase2018_gen/03b4aca1.wav,Meow,1,27,03b4aca1
/home/aagnone/data/dcase2018_gen/03bb1c33.wav,Glockenspiel,1,19,03bb1c33
/home/aagnone/data/dcase2018_gen/03bc8fbc.wav,Shatter,0,32,03bc8fbc
/home/aagnone/data/dcase2018_gen/03cd971f.wav,Cowbell,0,11,03cd971f
/home/aagnone/data/dcase2018_gen/03d00f38.wav,Knock,0,25,03d00f38
/home/aagnone/data/dcase2018_gen/03d42e2e.wav,Double_bass,0,12,03d42e2e
/home/aagnone/data/dcase2018_gen/03e13ae7.wav,Trumpet,0,38,03e13ae7
/home/aagnone/data/dcase2018_gen/03e88255.wav,Electric_piano,0,14,03e88255
/home/aagnone/data/dcase2018_gen/03e9765d.wav,Drawer_open_or_close,0,13,03e9765d
/home/aagnone/data/dcase2018_gen/03ed9ba8.wav,Oboe,0,29,03ed9ba8
/home/aagnone/data/dcase2018_gen/03f38c68.wav,Hi-hat,0,23,03f38c68
/home/aagnone/data/dcase2018_gen/03fc1f96.wav,Bass_drum,1,3,03fc1f96
/home/aagnone/data/dcase2018_gen/04076350.wav,Clarinet,0,8,04076350
/home/aagnone/data/dcase2018_gen/04092b14.wav,Gong,0,20,04092b14
/home/aagnone/data/dcase2018_gen/041396a9.wav,Laughter,1,26,041396a9
/home/aagnone/data/dcase2018_gen/04186a03.wav,Violin_or_fiddle,1,39,04186a03
/home/aagnone/data/dcase2018_gen/04281949.wav,Tearing,0,36,04281949
/home/aagnone/data/dcase2018_gen/0429828b.wav,Fireworks,0,17,0429828b
/home/aagnone/data/dcase2018_gen/04330b10.wav,Squeak,0,34,04330b10
/home/aagnone/data/dcase2018_gen/04335030.wav,Trumpet,0,38,04335030
/home/aagnone/data/dcase2018_gen/043a5393.wav,Electric_piano,0,14,043a5393
/home/aagnone/data/dcase2018_gen/0446a487.wav,Snare_drum,1,33,0446a487
/home/aagnone/data/dcase2018_gen/0447d04d.wav,Laughter,0,26,0447d04d
/home/aagnone/data/dcase2018_gen/04490642.wav,Trumpet,0,38,04490642
/home/aagnone/data/dcase2018_gen/044be615.wav,Violin_or_fiddle,1,39,044be615
/home/aagnone/data/dcase2018_gen/0450e72b.wav,Oboe,0,29,0450e72b
/home/aagnone/data/dcase2018_gen/04562f7d.wav,Trumpet,0,38,04562f7d
/home/aagnone/data/dcase2018_gen/0457d8bc.wav,Bark,0,2,0457d8bc
/home/aagnone/data/dcase2018_gen/0459f90f.wav,Squeak,1,34,0459f90f
/home/aagnone/data/dcase2018_gen/04646cce.wav,Gong,0,20,04646cce
/home/aagnone/data/dcase2018_gen/047b3d34.wav,Cough,0,10,047b3d34
/home/aagnone/data/dcase2018_gen/047f5b83.wav,Gong,0,20,047f5b83
/home/aagnone/data/dcase2018_gen/0482a372.wav,Cello,0,6,0482a372
/home/aagnone/data/dcase2018_gen/048fb352.wav,Applause,0,1,048fb352
/home/aagnone/data/dcase2018_gen/0496718e.wav,Finger_snapping,1,16,0496718e
/home/aagnone/data/dcase2018_gen/04a19a27.wav,Writing,1,40,04a19a27
/home/aagnone/data/dcase2018_gen/04a7003c.wav,Knock,1,25,04a7003c
/home/aagnone/data/dcase2018_gen/04ab05a7.wav,Bark,0,2,04ab05a7
/home/aagnone/data/dcase2018_gen/04ad9aa5.wav,Knock,1,25,04ad9aa5
/home/aagnone/data/dcase2018_gen/04b4009f.wav,Snare_drum,0,33,04b4009f
/home/aagnone/data/dcase2018_gen/04b9a79a.wav,Clarinet,0,8,04b9a79a
/home/aagnone/data/dcase2018_gen/04cce777.wav,Burping_or_eructation,0,4,04cce777
/home/aagnone/data/dcase2018_gen/04d0cae4.wav,Knock,0,25,04d0cae4
/home/aagnone/data/dcase2018_gen/04d33fe7.wav,Shatter,0,32,04d33fe7
/home/aagnone/data/dcase2018_gen/04e82f46.wav,Bass_drum,0,3,04e82f46
/home/aagnone/data/dcase2018_gen/04e8596a.wav,Violin_or_fiddle,0,39,04e8596a
/home/aagnone/data/dcase2018_gen/0508f1e3.wav,Double_bass,0,12,0508f1e3
/home/aagnone/data/dcase2018_gen/051138fc.wav,Finger_snapping,1,16,051138fc
/home/aagnone/data/dcase2018_gen/0513cbfc.wav,Bass_drum,0,3,0513cbfc
/home/aagnone/data/dcase2018_gen/05149415.wav,Knock,1,25,05149415
/home/aagnone/data/dcase2018_gen/05173c4d.wav,Bark,0,2,05173c4d
/home/aagnone/data/dcase2018_gen/051f9935.wav,Fart,0,15,051f9935
/home/aagnone/data/dcase2018_gen/0526ac41.wav,Double_bass,0,12,0526ac41
/home/aagnone/data/dcase2018_gen/052789c8.wav,Fireworks,1,17,052789c8
/home/aagnone/data/dcase2018_gen/05309a38.wav,Snare_drum,0,33,05309a38
/home/aagnone/data/dcase2018_gen/05388f6c.wav,Applause,0,1,05388f6c
/home/aagnone/data/dcase2018_gen/05561612.wav,Cello,1,6,05561612
/home/aagnone/data/dcase2018_gen/0556be76.wav,Violin_or_fiddle,1,39,0556be76
/home/aagnone/data/dcase2018_gen/0563ab6e.wav,Shatter,0,32,0563ab6e
/home/aagnone/data/dcase2018_gen/058b98f0.wav,Telephone,1,37,058b98f0
/home/aagnone/data/dcase2018_gen/05a0ca60.wav,Gong,0,20,05a0ca60
/home/aagnone/data/dcase2018_gen/05a3154f.wav,Oboe,1,29,05a3154f
/home/aagnone/data/dcase2018_gen/05a458a7.wav,Fireworks,0,17,05a458a7
/home/aagnone/data/dcase2018_gen/05b76c07.wav,Saxophone,0,30,05b76c07
/home/aagnone/data/dcase2018_gen/05bc162b.wav,Gunshot_or_gunfire,1,21,05bc162b
/home/aagnone/data/dcase2018_gen/05c5ab94.wav,Squeak,0,34,05c5ab94
/home/aagnone/data/dcase2018_gen/05cc4425.wav,Shatter,0,32,05cc4425
/home/aagnone/data/dcase2018_gen/05d0dfa7.wav,Oboe,0,29,05d0dfa7
/home/aagnone/data/dcase2018_gen/05d54a68.wav,Trumpet,1,38,05d54a68
/home/aagnone/data/dcase2018_gen/05d81cdf.wav,Acoustic_guitar,0,0,05d81cdf
/home/aagnone/data/dcase2018_gen/05e4028a.wav,Saxophone,1,30,05e4028a
/home/aagnone/data/dcase2018_gen/05ecefbe.wav,Violin_or_fiddle,0,39,05ecefbe
/home/aagnone/data/dcase2018_gen/05ef46ec.wav,Double_bass,1,12,05ef46ec
/home/aagnone/data/dcase2018_gen/05f2c2a6.wav,Clarinet,1,8,05f2c2a6
/home/aagnone/data/dcase2018_gen/06006fca.wav,Knock,0,25,06006fca
/home/aagnone/data/dcase2018_gen/0609bd9e.wav,Writing,0,40,0609bd9e
/home/aagnone/data/dcase2018_gen/060b8c30.wav,Computer_keyboard,0,9,060b8c30
/home/aagnone/data/dcase2018_gen/060ba089.wav,Finger_snapping,1,16,060ba089
/home/aagnone/data/dcase2018_gen/060ca755.wav,Fart,0,15,060ca755
/home/aagnone/data/dcase2018_gen/060e13d6.wav,Trumpet,1,38,060e13d6
/home/aagnone/data/dcase2018_gen/060fab76.wav,Electric_piano,1,14,060fab76
/home/aagnone/data/dcase2018_gen/061cf689.wav,Trumpet,0,38,061cf689
/home/aagnone/data/dcase2018_gen/0627acfa.wav,Cello,0,6,0627acfa
/home/aagnone/data/dcase2018_gen/0632d921.wav,Laughter,0,26,0632d921
/home/aagnone/data/dcase2018_gen/0640c787.wav,Applause,0,1,0640c787
/home/aagnone/data/dcase2018_gen/06487815.wav,Drawer_open_or_close,1,13,06487815
/home/aagnone/data/dcase2018_gen/064cfad3.wav,Clarinet,0,8,064cfad3
/home/aagnone/data/dcase2018_gen/065e7bb4.wav,Computer_keyboard,0,9,065e7bb4
/home/aagnone/data/dcase2018_gen/066d40f4.wav,Snare_drum,0,33,066d40f4
/home/aagnone/data/dcase2018_gen/06712325.wav,Laughter,0,26,06712325
/home/aagnone/data/dcase2018_gen/06730f97.wav,Trumpet,1,38,06730f97
/home/aagnone/data/dcase2018_gen/06789937.wav,Saxophone,1,30,06789937
/home/aagnone/data/dcase2018_gen/06896eb5.wav,Trumpet,0,38,06896eb5
/home/aagnone/data/dcase2018_gen/06959969.wav,Tambourine,1,35,06959969
/home/aagnone/data/dcase2018_gen/06a09fcd.wav,Harmonica,0,22,06a09fcd
/home/aagnone/data/dcase2018_gen/06a1dfc0.wav,Snare_drum,0,33,06a1dfc0
/home/aagnone/data/dcase2018_gen/06a76756.wav,Snare_drum,0,33,06a76756
/home/aagnone/data/dcase2018_gen/06b278f7.wav,Harmonica,1,22,06b278f7
/home/aagnone/data/dcase2018_gen/06b89bf9.wav,Violin_or_fiddle,1,39,06b89bf9
/home/aagnone/data/dcase2018_gen/06b9dc31.wav,Finger_snapping,1,16,06b9dc31
/home/aagnone/data/dcase2018_gen/06c1c5c3.wav,Harmonica,0,22,06c1c5c3
/home/aagnone/data/dcase2018_gen/06c48eab.wav,Hi-hat,1,23,06c48eab
/home/aagnone/data/dcase2018_gen/06d0d6e4.wav,Scissors,1,31,06d0d6e4
/home/aagnone/data/dcase2018_gen/06d164df.wav,Clarinet,0,8,06d164df
/home/aagnone/data/dcase2018_gen/06d2b52b.wav,Cowbell,1,11,06d2b52b
/home/aagnone/data/dcase2018_gen/06dbf664.wav,Fireworks,0,17,06dbf664
/home/aagnone/data/dcase2018_gen/06dd3b18.wav,Bark,0,2,06dd3b18
/home/aagnone/data/dcase2018_gen/06e15d8e.wav,Bass_drum,0,3,06e15d8e
/home/aagnone/data/dcase2018_gen/06e87b61.wav,Bark,0,2,06e87b61
/home/aagnone/data/dcase2018_gen/06ed75a7.wav,Gong,1,20,06ed75a7
/home/aagnone/data/dcase2018_gen/06f60188.wav,Saxophone,1,30,06f60188
/home/aagnone/data/dcase2018_gen/06fbb272.wav,Drawer_open_or_close,0,13,06fbb272
/home/aagnone/data/dcase2018_gen/06fd1973.wav,Hi-hat,0,23,06fd1973
/home/aagnone/data/dcase2018_gen/06feb8ea.wav,Finger_snapping,0,16,06feb8ea
/home/aagnone/data/dcase2018_gen/070183b1.wav,Fireworks,0,17,070183b1
/home/aagnone/data/dcase2018_gen/07036b1d.wav,Snare_drum,0,33,07036b1d
/home/aagnone/data/dcase2018_gen/0704ffb8.wav,Bark,0,2,0704ffb8
/home/aagnone/data/dcase2018_gen/070bcdd9.wav,Violin_or_fiddle,0,39,070bcdd9
/home/aagnone/data/dcase2018_gen/070f52cb.wav,Cello,0,6,070f52cb
/home/aagnone/data/dcase2018_gen/0713db9c.wav,Microwave_oven,0,28,0713db9c
/home/aagnone/data/dcase2018_gen/0716126b.wav,Harmonica,1,22,0716126b
/home/aagnone/data/dcase2018_gen/071803a0.wav,Cello,1,6,071803a0
/home/aagnone/data/dcase2018_gen/071e836c.wav,Microwave_oven,0,28,071e836c
/home/aagnone/data/dcase2018_gen/071efb95.wav,Bass_drum,1,3,071efb95
/home/aagnone/data/dcase2018_gen/0720ef3b.wav,Saxophone,1,30,0720ef3b
/home/aagnone/data/dcase2018_gen/07211dfa.wav,Trumpet,1,38,07211dfa
/home/aagnone/data/dcase2018_gen/072f3031.wav,Double_bass,0,12,072f3031
/home/aagnone/data/dcase2018_gen/0730a3d8.wav,Acoustic_guitar,0,0,0730a3d8
/home/aagnone/data/dcase2018_gen/0733ce78.wav,Laughter,0,26,0733ce78
/home/aagnone/data/dcase2018_gen/0738f99f.wav,Oboe,1,29,0738f99f
/home/aagnone/data/dcase2018_gen/0742098b.wav,Squeak,0,34,0742098b
/home/aagnone/data/dcase2018_gen/074cc08b.wav,Fart,0,15,074cc08b
/home/aagnone/data/dcase2018_gen/074e07a5.wav,Squeak,0,34,074e07a5
/home/aagnone/data/dcase2018_gen/074e2f09.wav,Hi-hat,1,23,074e2f09
/home/aagnone/data/dcase2018_gen/07563fea.wav,Drawer_open_or_close,0,13,07563fea
/home/aagnone/data/dcase2018_gen/07605b4c.wav,Bark,0,2,07605b4c
/home/aagnone/data/dcase2018_gen/0765b7d1.wav,Harmonica,0,22,0765b7d1
/home/aagnone/data/dcase2018_gen/076b6a7a.wav,Squeak,0,34,076b6a7a
/home/aagnone/data/dcase2018_gen/07762f74.wav,Tearing,1,36,07762f74
/home/aagnone/data/dcase2018_gen/07764530.wav,Oboe,0,29,07764530
/home/aagnone/data/dcase2018_gen/0779162e.wav,Finger_snapping,1,16,0779162e
/home/aagnone/data/dcase2018_gen/0784c182.wav,Knock,1,25,0784c182
/home/aagnone/data/dcase2018_gen/078c67e5.wav,Tearing,0,36,078c67e5
/home/aagnone/data/dcase2018_gen/078f7ac0.wav,Hi-hat,1,23,078f7ac0
/home/aagnone/data/dcase2018_gen/079968f4.wav,Clarinet,1,8,079968f4
/home/aagnone/data/dcase2018_gen/079bb1c3.wav,Oboe,0,29,079bb1c3
/home/aagnone/data/dcase2018_gen/07a16abd.wav,Tearing,0,36,07a16abd
/home/aagnone/data/dcase2018_gen/07a177eb.wav,Squeak,0,34,07a177eb
/home/aagnone/data/dcase2018_gen/07a99531.wav,Oboe,0,29,07a99531
/home/aagnone/data/dcase2018_gen/07af4f4d.wav,Gong,0,20,07af4f4d
/home/aagnone/data/dcase2018_gen/07b44e8e.wav,Tambourine,0,35,07b44e8e
/home/aagnone/data/dcase2018_gen/07b910ee.wav,Cowbell,0,11,07b910ee
/home/aagnone/data/dcase2018_gen/07c8c909.wav,Flute,0,18,07c8c909
/home/aagnone/data/dcase2018_gen/07ce4408.wav,Gunshot_or_gunfire,1,21,07ce4408
/home/aagnone/data/dcase2018_gen/07db7f16.wav,Flute,1,18,07db7f16
/home/aagnone/data/dcase2018_gen/07ec6849.wav,Cough,0,10,07ec6849
/home/aagnone/data/dcase2018_gen/07ed1d56.wav,Burping_or_eructation,0,4,07ed1d56
/home/aagnone/data/dcase2018_gen/07f16007.wav,Cello,1,6,07f16007
/home/aagnone/data/dcase2018_gen/07f6b1dc.wav,Cello,0,6,07f6b1dc
/home/aagnone/data/dcase2018_gen/07f88679.wav,Hi-hat,0,23,07f88679
/home/aagnone/data/dcase2018_gen/08064f4a.wav,Writing,0,40,08064f4a
/home/aagnone/data/dcase2018_gen/080bffb7.wav,Writing,1,40,080bffb7
/home/aagnone/data/dcase2018_gen/081a3386.wav,Fart,1,15,081a3386
/home/aagnone/data/dcase2018_gen/081c263d.wav,Keys_jangling,1,24,081c263d
/home/aagnone/data/dcase2018_gen/082321d2.wav,Cello,0,6,082321d2
/home/aagnone/data/dcase2018_gen/0832c151.wav,Trumpet,0,38,0832c151
/home/aagnone/data/dcase2018_gen/085652af.wav,Oboe,1,29,085652af
/home/aagnone/data/dcase2018_gen/085be86f.wav,Tambourine,0,35,085be86f
/home/aagnone/data/dcase2018_gen/086dfaff.wav,Bark,0,2,086dfaff
/home/aagnone/data/dcase2018_gen/086e6a35.wav,Fart,1,15,086e6a35
/home/aagnone/data/dcase2018_gen/0879e568.wav,Saxophone,0,30,0879e568
/home/aagnone/data/dcase2018_gen/087f12b6.wav,Cowbell,1,11,087f12b6
/home/aagnone/data/dcase2018_gen/0886c767.wav,Chime,1,7,0886c767
/home/aagnone/data/dcase2018_gen/0886d4f8.wav,Shatter,0,32,0886d4f8
/home/aagnone/data/dcase2018_gen/08893744.wav,Bass_drum,0,3,08893744
/home/aagnone/data/dcase2018_gen/08894340.wav,Double_bass,1,12,08894340
/home/aagnone/data/dcase2018_gen/088b75db.wav,Bass_drum,0,3,088b75db
/home/aagnone/data/dcase2018_gen/088d3f95.wav,Harmonica,1,22,088d3f95
/home/aagnone/data/dcase2018_gen/08a68ba1.wav,Acoustic_guitar,1,0,08a68ba1
/home/aagnone/data/dcase2018_gen/08a94aca.wav,Fart,0,15,08a94aca
/home/aagnone/data/dcase2018_gen/08b54ed0.wav,Burping_or_eructation,1,4,08b54ed0
/home/aagnone/data/dcase2018_gen/08b88eb7.wav,Violin_or_fiddle,1,39,08b88eb7
/home/aagnone/data/dcase2018_gen/08c931f6.wav,Knock,0,25,08c931f6
/home/aagnone/data/dcase2018_gen/08cf2d2b.wav,Bark,0,2,08cf2d2b
/home/aagnone/data/dcase2018_gen/08d931c3.wav,Computer_keyboard,1,9,08d931c3
/home/aagnone/data/dcase2018_gen/08dba5f4.wav,Gong,0,20,08dba5f4
/home/aagnone/data/dcase2018_gen/08e79547.wav,Bass_drum,0,3,08e79547
/home/aagnone/data/dcase2018_gen/08fa5140.wav,Clarinet,0,8,08fa5140
/home/aagnone/data/dcase2018_gen/08fb553f.wav,Writing,0,40,08fb553f
/home/aagnone/data/dcase2018_gen/0906c4a9.wav,Double_bass,0,12,0906c4a9
/home/aagnone/data/dcase2018_gen/090e1d30.wav,Cowbell,1,11,090e1d30
/home/aagnone/data/dcase2018_gen/090ea106.wav,Tambourine,0,35,090ea106
/home/aagnone/data/dcase2018_gen/09158810.wav,Tambourine,1,35,09158810
/home/aagnone/data/dcase2018_gen/0920512f.wav,Tearing,1,36,0920512f
