fname,label,manually_verified
/home/aagnone/projects/dcase2018/audio_train/03e9765d.wav,Drawer_open_or_close,0
/home/aagnone/projects/dcase2018/audio_train/03ed9ba8.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/03f38c68.wav,Hi-hat,0
/home/aagnone/projects/dcase2018/audio_train/03fc1f96.wav,Bass_drum,1
/home/aagnone/projects/dcase2018/audio_train/04076350.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/04092b14.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/041396a9.wav,Laughter,1
/home/aagnone/projects/dcase2018/audio_train/04186a03.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/04281949.wav,Tearing,0
/home/aagnone/projects/dcase2018/audio_train/0429828b.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/04330b10.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/04335030.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/043a5393.wav,Electric_piano,0
/home/aagnone/projects/dcase2018/audio_train/0446a487.wav,Snare_drum,1
/home/aagnone/projects/dcase2018/audio_train/0447d04d.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/04490642.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/044be615.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/0450e72b.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/04562f7d.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/0457d8bc.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/0459f90f.wav,Squeak,1
/home/aagnone/projects/dcase2018/audio_train/04646cce.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/047b3d34.wav,Cough,0
/home/aagnone/projects/dcase2018/audio_train/047f5b83.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/0482a372.wav,Cello,0
/home/aagnone/projects/dcase2018/audio_train/048fb352.wav,Applause,0
/home/aagnone/projects/dcase2018/audio_train/0496718e.wav,Finger_snapping,1
/home/aagnone/projects/dcase2018/audio_train/04a19a27.wav,Writing,1
/home/aagnone/projects/dcase2018/audio_train/04a7003c.wav,Knock,1
/home/aagnone/projects/dcase2018/audio_train/04ab05a7.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/04ad9aa5.wav,Knock,1
/home/aagnone/projects/dcase2018/audio_train/04b4009f.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/04b9a79a.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/04cce777.wav,Burping_or_eructation,0
/home/aagnone/projects/dcase2018/audio_train/04d0cae4.wav,Knock,0
/home/aagnone/projects/dcase2018/audio_train/04d33fe7.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/04e82f46.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/04e8596a.wav,Violin_or_fiddle,0
/home/aagnone/projects/dcase2018/audio_train/0508f1e3.wav,Double_bass,0
/home/aagnone/projects/dcase2018/audio_train/051138fc.wav,Finger_snapping,1
/home/aagnone/projects/dcase2018/audio_train/0513cbfc.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/05149415.wav,Knock,1
/home/aagnone/projects/dcase2018/audio_train/05173c4d.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/051f9935.wav,Fart,0
/home/aagnone/projects/dcase2018/audio_train/0526ac41.wav,Double_bass,0
/home/aagnone/projects/dcase2018/audio_train/052789c8.wav,Fireworks,1
/home/aagnone/projects/dcase2018/audio_train/05309a38.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/05388f6c.wav,Applause,0
/home/aagnone/projects/dcase2018/audio_train/05561612.wav,Cello,1
/home/aagnone/projects/dcase2018/audio_train/0556be76.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/0563ab6e.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/058b98f0.wav,Telephone,1
/home/aagnone/projects/dcase2018/audio_train/05a0ca60.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/05a3154f.wav,Oboe,1
/home/aagnone/projects/dcase2018/audio_train/05a458a7.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/05b76c07.wav,Saxophone,0
/home/aagnone/projects/dcase2018/audio_train/05bc162b.wav,Gunshot_or_gunfire,1
/home/aagnone/projects/dcase2018/audio_train/05c5ab94.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/05cc4425.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/05d0dfa7.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/05d54a68.wav,Trumpet,1
/home/aagnone/projects/dcase2018/audio_train/05d81cdf.wav,Acoustic_guitar,0
/home/aagnone/projects/dcase2018/audio_train/05e4028a.wav,Saxophone,1
/home/aagnone/projects/dcase2018/audio_train/05ecefbe.wav,Violin_or_fiddle,0
/home/aagnone/projects/dcase2018/audio_train/05ef46ec.wav,Double_bass,1
/home/aagnone/projects/dcase2018/audio_train/05f2c2a6.wav,Clarinet,1
/home/aagnone/projects/dcase2018/audio_train/06006fca.wav,Knock,0
/home/aagnone/projects/dcase2018/audio_train/0609bd9e.wav,Writing,0
/home/aagnone/projects/dcase2018/audio_train/060b8c30.wav,Computer_keyboard,0
/home/aagnone/projects/dcase2018/audio_train/060ba089.wav,Finger_snapping,1
/home/aagnone/projects/dcase2018/audio_train/060ca755.wav,Fart,0
/home/aagnone/projects/dcase2018/audio_train/060e13d6.wav,Trumpet,1
/home/aagnone/projects/dcase2018/audio_train/060fab76.wav,Electric_piano,1
/home/aagnone/projects/dcase2018/audio_train/061cf689.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/0627acfa.wav,Cello,0
/home/aagnone/projects/dcase2018/audio_train/0632d921.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/0640c787.wav,Applause,0
/home/aagnone/projects/dcase2018/audio_train/06487815.wav,Drawer_open_or_close,1
/home/aagnone/projects/dcase2018/audio_train/064cfad3.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/065e7bb4.wav,Computer_keyboard,0
/home/aagnone/projects/dcase2018/audio_train/066d40f4.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/06712325.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/06730f97.wav,Trumpet,1
/home/aagnone/projects/dcase2018/audio_train/06789937.wav,Saxophone,1
/home/aagnone/projects/dcase2018/audio_train/06896eb5.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/06959969.wav,Tambourine,1
/home/aagnone/projects/dcase2018/audio_train/06a09fcd.wav,Harmonica,0
/home/aagnone/projects/dcase2018/audio_train/06a1dfc0.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/06a76756.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/06b278f7.wav,Harmonica,1
/home/aagnone/projects/dcase2018/audio_train/06b89bf9.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/06b9dc31.wav,Finger_snapping,1
/home/aagnone/projects/dcase2018/audio_train/06c1c5c3.wav,Harmonica,0
/home/aagnone/projects/dcase2018/audio_train/06c48eab.wav,Hi-hat,1
/home/aagnone/projects/dcase2018/audio_train/06d0d6e4.wav,Scissors,1
/home/aagnone/projects/dcase2018/audio_train/06d164df.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/06d2b52b.wav,Cowbell,1
/home/aagnone/projects/dcase2018/audio_train/06dbf664.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/06dd3b18.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/06e15d8e.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/06e87b61.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/06ed75a7.wav,Gong,1
/home/aagnone/projects/dcase2018/audio_train/06f60188.wav,Saxophone,1
/home/aagnone/projects/dcase2018/audio_train/06fbb272.wav,Drawer_open_or_close,0
/home/aagnone/projects/dcase2018/audio_train/06fd1973.wav,Hi-hat,0
/home/aagnone/projects/dcase2018/audio_train/06feb8ea.wav,Finger_snapping,0
/home/aagnone/projects/dcase2018/audio_train/070183b1.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/07036b1d.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/0704ffb8.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/070bcdd9.wav,Violin_or_fiddle,0
/home/aagnone/projects/dcase2018/audio_train/070f52cb.wav,Cello,0
/home/aagnone/projects/dcase2018/audio_train/0713db9c.wav,Microwave_oven,0
/home/aagnone/projects/dcase2018/audio_train/0716126b.wav,Harmonica,1
/home/aagnone/projects/dcase2018/audio_train/071803a0.wav,Cello,1
/home/aagnone/projects/dcase2018/audio_train/071e836c.wav,Microwave_oven,0
/home/aagnone/projects/dcase2018/audio_train/071efb95.wav,Bass_drum,1
/home/aagnone/projects/dcase2018/audio_train/0720ef3b.wav,Saxophone,1
/home/aagnone/projects/dcase2018/audio_train/07211dfa.wav,Trumpet,1
/home/aagnone/projects/dcase2018/audio_train/072f3031.wav,Double_bass,0
/home/aagnone/projects/dcase2018/audio_train/0730a3d8.wav,Acoustic_guitar,0
/home/aagnone/projects/dcase2018/audio_train/0733ce78.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/0738f99f.wav,Oboe,1
/home/aagnone/projects/dcase2018/audio_train/0742098b.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/074cc08b.wav,Fart,0
/home/aagnone/projects/dcase2018/audio_train/074e07a5.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/074e2f09.wav,Hi-hat,1
/home/aagnone/projects/dcase2018/audio_train/07563fea.wav,Drawer_open_or_close,0
/home/aagnone/projects/dcase2018/audio_train/07605b4c.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/0765b7d1.wav,Harmonica,0
/home/aagnone/projects/dcase2018/audio_train/076b6a7a.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/07762f74.wav,Tearing,1
/home/aagnone/projects/dcase2018/audio_train/07764530.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/0779162e.wav,Finger_snapping,1
/home/aagnone/projects/dcase2018/audio_train/0784c182.wav,Knock,1
/home/aagnone/projects/dcase2018/audio_train/078c67e5.wav,Tearing,0
/home/aagnone/projects/dcase2018/audio_train/078f7ac0.wav,Hi-hat,1
/home/aagnone/projects/dcase2018/audio_train/079968f4.wav,Clarinet,1
/home/aagnone/projects/dcase2018/audio_train/079bb1c3.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/07a16abd.wav,Tearing,0
/home/aagnone/projects/dcase2018/audio_train/07a177eb.wav,Squeak,0
/home/aagnone/projects/dcase2018/audio_train/07a99531.wav,Oboe,0
/home/aagnone/projects/dcase2018/audio_train/07af4f4d.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/07b44e8e.wav,Tambourine,0
/home/aagnone/projects/dcase2018/audio_train/07b910ee.wav,Cowbell,0
/home/aagnone/projects/dcase2018/audio_train/07c8c909.wav,Flute,0
/home/aagnone/projects/dcase2018/audio_train/07ce4408.wav,Gunshot_or_gunfire,1
/home/aagnone/projects/dcase2018/audio_train/07db7f16.wav,Flute,1
/home/aagnone/projects/dcase2018/audio_train/07ec6849.wav,Cough,0
/home/aagnone/projects/dcase2018/audio_train/07ed1d56.wav,Burping_or_eructation,0
/home/aagnone/projects/dcase2018/audio_train/07f16007.wav,Cello,1
/home/aagnone/projects/dcase2018/audio_train/07f6b1dc.wav,Cello,0
/home/aagnone/projects/dcase2018/audio_train/07f88679.wav,Hi-hat,0
/home/aagnone/projects/dcase2018/audio_train/08064f4a.wav,Writing,0
/home/aagnone/projects/dcase2018/audio_train/080bffb7.wav,Writing,1
/home/aagnone/projects/dcase2018/audio_train/081a3386.wav,Fart,1
/home/aagnone/projects/dcase2018/audio_train/081c263d.wav,Keys_jangling,1
/home/aagnone/projects/dcase2018/audio_train/082321d2.wav,Cello,0
/home/aagnone/projects/dcase2018/audio_train/0832c151.wav,Trumpet,0
/home/aagnone/projects/dcase2018/audio_train/085652af.wav,Oboe,1
/home/aagnone/projects/dcase2018/audio_train/085be86f.wav,Tambourine,0
/home/aagnone/projects/dcase2018/audio_train/086dfaff.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/086e6a35.wav,Fart,1
/home/aagnone/projects/dcase2018/audio_train/0879e568.wav,Saxophone,0
/home/aagnone/projects/dcase2018/audio_train/087f12b6.wav,Cowbell,1
/home/aagnone/projects/dcase2018/audio_train/0886c767.wav,Chime,1
/home/aagnone/projects/dcase2018/audio_train/0886d4f8.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/08893744.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/08894340.wav,Double_bass,1
/home/aagnone/projects/dcase2018/audio_train/088b75db.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/088d3f95.wav,Harmonica,1
/home/aagnone/projects/dcase2018/audio_train/08a68ba1.wav,Acoustic_guitar,1
/home/aagnone/projects/dcase2018/audio_train/08a94aca.wav,Fart,0
/home/aagnone/projects/dcase2018/audio_train/08b54ed0.wav,Burping_or_eructation,1
/home/aagnone/projects/dcase2018/audio_train/08b88eb7.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/08c931f6.wav,Knock,0
/home/aagnone/projects/dcase2018/audio_train/08cf2d2b.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/08d931c3.wav,Computer_keyboard,1
/home/aagnone/projects/dcase2018/audio_train/08dba5f4.wav,Gong,0
/home/aagnone/projects/dcase2018/audio_train/08e79547.wav,Bass_drum,0
/home/aagnone/projects/dcase2018/audio_train/08fa5140.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/08fb553f.wav,Writing,0
/home/aagnone/projects/dcase2018/audio_train/0906c4a9.wav,Double_bass,0
/home/aagnone/projects/dcase2018/audio_train/090e1d30.wav,Cowbell,1
/home/aagnone/projects/dcase2018/audio_train/090ea106.wav,Tambourine,0
/home/aagnone/projects/dcase2018/audio_train/09158810.wav,Tambourine,1
/home/aagnone/projects/dcase2018/audio_train/0920512f.wav,Tearing,1
/home/aagnone/projects/dcase2018/audio_train/09282dc5.wav,Cough,0
/home/aagnone/projects/dcase2018/audio_train/0933c357.wav,Gunshot_or_gunfire,1
/home/aagnone/projects/dcase2018/audio_train/0939d783.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/093bf325.wav,Writing,0
/home/aagnone/projects/dcase2018/audio_train/095138e2.wav,Oboe,1
/home/aagnone/projects/dcase2018/audio_train/095836cb.wav,Flute,0
/home/aagnone/projects/dcase2018/audio_train/0958751e.wav,Hi-hat,1
/home/aagnone/projects/dcase2018/audio_train/0969b5c5.wav,Acoustic_guitar,0
/home/aagnone/projects/dcase2018/audio_train/096b4d70.wav,Keys_jangling,0
/home/aagnone/projects/dcase2018/audio_train/097b5ab0.wav,Knock,1
/home/aagnone/projects/dcase2018/audio_train/09841f13.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/098a3205.wav,Bark,0
/home/aagnone/projects/dcase2018/audio_train/098c2232.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/0994e80c.wav,Computer_keyboard,1
/home/aagnone/projects/dcase2018/audio_train/09986ba4.wav,Laughter,0
/home/aagnone/projects/dcase2018/audio_train/099ce615.wav,Squeak,1
/home/aagnone/projects/dcase2018/audio_train/09a1cfd7.wav,Hi-hat,1
/home/aagnone/projects/dcase2018/audio_train/09a355a9.wav,Cough,0
/home/aagnone/projects/dcase2018/audio_train/09a585bf.wav,Keys_jangling,1
/home/aagnone/projects/dcase2018/audio_train/09a63606.wav,Acoustic_guitar,0
/home/aagnone/projects/dcase2018/audio_train/09a732e6.wav,Double_bass,0
/home/aagnone/projects/dcase2018/audio_train/09a7c5ce.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/09a7dc35.wav,Cowbell,1
/home/aagnone/projects/dcase2018/audio_train/09a895f3.wav,Fart,0
/home/aagnone/projects/dcase2018/audio_train/09b51c66.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/09b8a126.wav,Violin_or_fiddle,1
/home/aagnone/projects/dcase2018/audio_train/09b901f8.wav,Computer_keyboard,1
/home/aagnone/projects/dcase2018/audio_train/09bc3033.wav,Drawer_open_or_close,0
/home/aagnone/projects/dcase2018/audio_train/09ca1e09.wav,Shatter,0
/home/aagnone/projects/dcase2018/audio_train/09ea5276.wav,Trumpet,1
/home/aagnone/projects/dcase2018/audio_train/0a037e96.wav,Fireworks,0
/home/aagnone/projects/dcase2018/audio_train/0a0a8d4c.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/0a15b36b.wav,Clarinet,0
/home/aagnone/projects/dcase2018/audio_train/0a277f11.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/0a2a5c05.wav,Burping_or_eructation,1
/home/aagnone/projects/dcase2018/audio_train/0a2b4c80.wav,Snare_drum,0
/home/aagnone/projects/dcase2018/audio_train/0a32271b.wav,Meow,0
/home/aagnone/projects/dcase2018/audio_train/0a366772.wav,Writing,1
/home/aagnone/projects/dcase2018/audio_train/0a484e9f.wav,Writing,1
